,place.name,place.country,periods.dateTimeISO,periods.tempF,periods.feelslikeF,periods.humidity
0,new york,us,2022-06-01T12:00:00-04:00,71.29,71.29,62
1,new york,us,2022-06-02T12:00:00-04:00,73.87,73.87,75
