,place.name,place.country,periods.dateTimeISO,periods.tempF,periods.feelslikeF,periods.humidity
74,new york,us,2021-03-16T12:00:00-04:00,34.2,34.2,38
75,new york,us,2021-03-17T12:00:00-04:00,42.7,42.7,74
76,new york,us,2021-03-18T12:00:00-04:00,44.96,43.14,92
77,new york,us,2021-03-19T12:00:00-04:00,39.17,35.62,34
78,new york,us,2021-03-20T12:00:00-04:00,47.81,47.81,39
79,new york,us,2021-03-21T12:00:00-04:00,56.86,56.86,25
80,new york,us,2021-03-22T12:00:00-04:00,56.6,56.6,34
81,new york,us,2021-03-23T12:00:00-04:00,53.78,53.78,65
82,new york,us,2021-03-24T12:00:00-04:00,54.95,54.95,72
83,new york,us,2021-03-25T12:00:00-04:00,54.99,54.99,96
84,new york,us,2021-03-26T12:00:00-04:00,66.34,66.34,83
85,new york,us,2021-03-27T12:00:00-04:00,60.95,60.95,48
86,new york,us,2021-03-28T12:00:00-04:00,53.14,53.14,93
87,new york,us,2021-03-29T12:00:00-04:00,51.27,51.27,38
88,new york,us,2021-03-30T12:00:00-04:00,55.42,55.42,42
89,new york,us,2021-03-31T12:00:00-04:00,60.39,60.39,75
90,new york,us,2021-04-01T12:00:00-04:00,43.22,41.0,74
91,new york,us,2021-04-02T12:00:00-04:00,36.23,32.62,41
92,new york,us,2021-04-03T12:00:00-04:00,46.39,46.39,22
93,new york,us,2021-04-04T12:00:00-04:00,53.64,53.64,34
94,new york,us,2021-04-05T12:00:00-04:00,61.56,61.56,20
95,new york,us,2021-04-06T12:00:00-04:00,61.22,61.22,20
96,new york,us,2021-04-07T12:00:00-04:00,61.56,61.56,37
97,new york,us,2021-04-08T12:00:00-04:00,62.81,62.81,46
98,new york,us,2021-04-09T12:00:00-04:00,53.79,53.79,70
99,new york,us,2021-04-10T12:00:00-04:00,55.84,55.84,82
100,new york,us,2021-04-11T12:00:00-04:00,55.97,55.97,97
101,new york,us,2021-04-12T12:00:00-04:00,48.88,45.67,69
102,new york,us,2021-04-13T12:00:00-04:00,55.59,55.59,52
103,new york,us,2021-04-14T12:00:00-04:00,64.21,64.21,51
104,new york,us,2021-04-15T12:00:00-04:00,52.27,52.27,93
105,new york,us,2021-04-16T12:00:00-04:00,51.01,51.01,53
106,new york,us,2021-04-17T12:00:00-04:00,52.33,52.33,53
107,new york,us,2021-04-18T12:00:00-04:00,59.36,59.36,45
108,new york,us,2021-04-19T12:00:00-04:00,65.17,65.17,39
109,new york,us,2021-04-20T12:00:00-04:00,68.58,68.58,38
110,new york,us,2021-04-21T12:00:00-04:00,65.75,65.75,57
111,new york,us,2021-04-22T12:00:00-04:00,46.24,43.62,31
112,new york,us,2021-04-23T12:00:00-04:00,55.37,55.37,29
113,new york,us,2021-04-24T12:00:00-04:00,66.85,66.85,28
114,new york,us,2021-04-25T12:00:00-04:00,52.2,52.2,80
115,new york,us,2021-04-26T12:00:00-04:00,54.36,54.36,32
116,new york,us,2021-04-27T12:00:00-04:00,56.54,56.54,29
117,new york,us,2021-04-28T12:00:00-04:00,71.25,71.25,44
118,new york,us,2021-04-29T12:00:00-04:00,67.8,67.8,67
119,new york,us,2021-04-30T12:00:00-04:00,66.33,66.33,36
120,new york,us,2021-05-01T12:00:00-04:00,57.42,57.42,42
121,new york,us,2021-05-02T12:00:00-04:00,63.37,63.37,45
122,new york,us,2021-05-03T12:00:00-04:00,62.03,62.03,58
123,new york,us,2021-05-04T12:00:00-04:00,61.44,61.44,81
124,new york,us,2021-05-05T12:00:00-04:00,53.92,53.92,91
125,new york,us,2021-05-06T12:00:00-04:00,62.41,62.41,35
126,new york,us,2021-05-07T12:00:00-04:00,65.23,65.23,38
127,new york,us,2021-05-08T12:00:00-04:00,54.16,54.16,65
128,new york,us,2021-05-09T12:00:00-04:00,62.34,62.34,42
129,new york,us,2021-05-10T12:00:00-04:00,57.99,57.99,64
130,new york,us,2021-05-11T12:00:00-04:00,63.43,63.43,32
131,new york,us,2021-05-12T12:00:00-04:00,62.48,62.48,39
132,new york,us,2021-05-13T12:00:00-04:00,68.72,68.72,27
133,new york,us,2021-05-14T12:00:00-04:00,72.12,72.12,31
134,new york,us,2021-05-15T12:00:00-04:00,73.93,73.93,30
135,new york,us,2021-05-16T12:00:00-04:00,71.6,71.6,34
136,new york,us,2021-05-17T12:00:00-04:00,74.68,74.68,34
137,new york,us,2021-05-18T12:00:00-04:00,77.67,77.67,33
138,new york,us,2021-05-19T12:00:00-04:00,81.36,81.36,29
139,new york,us,2021-05-20T12:00:00-04:00,73.78,73.78,24
140,new york,us,2021-05-21T12:00:00-04:00,74.74,74.74,35
141,new york,us,2021-05-22T12:00:00-04:00,80.11,80.53,46
142,new york,us,2021-05-23T12:00:00-04:00,86.47,86.88,44
143,new york,us,2021-05-24T12:00:00-04:00,64.24,64.24,47
144,new york,us,2021-05-25T12:00:00-04:00,70.25,70.25,50
145,new york,us,2021-05-26T12:00:00-04:00,78.64,78.64,64
146,new york,us,2021-05-27T12:00:00-04:00,80.38,80.38,41
147,new york,us,2021-05-28T12:00:00-04:00,66.79,66.79,37
148,new york,us,2021-05-29T12:00:00-04:00,50.95,50.95,86
149,new york,us,2021-05-30T12:00:00-04:00,51.12,51.12,89
150,new york,us,2021-05-31T12:00:00-04:00,59.23,59.23,67
151,new york,us,2021-06-01T12:00:00-04:00,74.39,74.39,40
152,new york,us,2021-06-02T12:00:00-04:00,72.72,72.72,60
153,new york,us,2021-06-03T12:00:00-04:00,65.22,65.22,93
154,new york,us,2021-06-04T12:00:00-04:00,74.46,74.46,76
155,new york,us,2021-06-05T12:00:00-04:00,84.57,86.07,51
156,new york,us,2021-06-06T12:00:00-04:00,91.75,93.4,40
157,new york,us,2021-06-07T12:00:00-04:00,92.0,100.26,53
158,new york,us,2021-06-08T12:00:00-04:00,89.82,98.35,58
159,new york,us,2021-06-09T12:00:00-04:00,87.62,92.4,55
160,new york,us,2021-06-10T12:00:00-04:00,80.88,80.88,42
161,new york,us,2021-06-11T12:00:00-04:00,69.21,69.21,60
162,new york,us,2021-06-12T12:00:00-04:00,67.82,67.82,75
163,new york,us,2021-06-13T12:00:00-04:00,74.35,74.35,61
164,new york,us,2021-06-14T12:00:00-04:00,67.23,67.23,88
165,new york,us,2021-06-15T12:00:00-04:00,77.53,77.53,58
166,new york,us,2021-06-16T12:00:00-04:00,78.21,78.21,29
167,new york,us,2021-06-17T12:00:00-04:00,76.41,76.41,25
168,new york,us,2021-06-18T12:00:00-04:00,81.56,81.56,34
169,new york,us,2021-06-19T12:00:00-04:00,84.75,87.34,55
170,new york,us,2021-06-20T12:00:00-04:00,84.55,86.24,52
171,new york,us,2021-06-21T12:00:00-04:00,84.55,89.6,64
172,new york,us,2021-06-22T12:00:00-04:00,73.75,73.75,64
173,new york,us,2021-06-23T12:00:00-04:00,74.21,74.21,31
174,new york,us,2021-06-24T12:00:00-04:00,77.4,77.4,33
175,new york,us,2021-06-25T12:00:00-04:00,75.78,75.78,55
176,new york,us,2021-06-26T12:00:00-04:00,81.43,85.03,68
177,new york,us,2021-06-27T12:00:00-04:00,82.64,87.2,68
178,new york,us,2021-06-28T12:00:00-04:00,88.52,95.24,58
179,new york,us,2021-06-29T12:00:00-04:00,92.68,101.55,53
