,Start Date,place.name,place.country,periods.tempF,hour_Weather,kWh,hour_Energy,date,hour,day,month,year,month_date,season,hypo_temp,hypo_usage
1418,2022-03-01 02:00:00.000000,new york,us,34.09,02:00:00,3.81,02:00:00.000000,2022-03-01,2,1,3,2022,301.0,winter,14.090000000000003,4.185650901903187
1419,2022-03-01 03:00:00.000000,new york,us,34.16,03:00:00,2.2,03:00:00.000000,2022-03-01,3,1,3,2022,301.0,winter,14.159999999999997,4.1823451542922
1420,2022-03-01 04:00:00.000000,new york,us,37.78,04:00:00,2.94,04:00:00.000000,2022-03-01,4,1,3,2022,301.0,winter,17.78,4.011390777838314
1427,2022-03-01 11:00:00.000000,new york,us,41.23,11:00:00,1.83,11:00:00.000000,2022-03-01,11,1,3,2022,301.0,winter,21.229999999999997,3.8484646455825393
1422,2022-03-01 06:00:00.000000,new york,us,37.17,06:00:00,2.85,06:00:00.000000,2022-03-01,6,1,3,2022,301.0,winter,17.17,4.04019800701977
1423,2022-03-01 07:00:00.000000,new york,us,37.22,07:00:00,3.02,07:00:00.000000,2022-03-01,7,1,3,2022,301.0,winter,17.22,4.0378367587262085
1424,2022-03-01 08:00:00.000000,new york,us,38.41,08:00:00,2.59,08:00:00.000000,2022-03-01,8,1,3,2022,301.0,winter,18.409999999999997,3.981639049339434
1425,2022-03-01 09:00:00.000000,new york,us,39.38,09:00:00,1.55,09:00:00.000000,2022-03-01,9,1,3,2022,301.0,winter,19.380000000000003,3.9358308324443314
1421,2022-03-01 05:00:00.000000,new york,us,35.29,05:00:00,3.94,05:00:00.000000,2022-03-01,5,1,3,2022,301.0,winter,15.29,4.1289809428577
1454,2022-03-02 14:00:00.000000,new york,us,50.11,14:00:00,3.21,14:00:00.000000,2022-03-02,14,2,3,2022,302.0,winter,30.11,3.4291069486459365
1455,2022-03-02 15:00:00.000000,new york,us,52.27,15:00:00,1.77,15:00:00.000000,2022-03-02,15,2,3,2022,302.0,winter,32.27,3.32710102236406
1456,2022-03-02 16:00:00.000000,new york,us,52.99,16:00:00,1.9,16:00:00.000000,2022-03-02,16,2,3,2022,302.0,winter,32.99,3.293099046936768
1457,2022-03-02 17:00:00.000000,new york,us,51.57,17:00:00,2.21,17:00:00.000000,2022-03-02,17,2,3,2022,302.0,winter,31.57,3.3601584984739272
1458,2022-03-02 18:00:00.000000,new york,us,51.73,18:00:00,3.84,18:00:00.000000,2022-03-02,18,2,3,2022,302.0,winter,31.729999999999997,3.3526025039345293
1460,2022-03-02 20:00:00.000000,new york,us,46.99,20:00:00,2.58,20:00:00.000000,2022-03-02,20,2,3,2022,302.0,winter,26.990000000000002,3.5764488421642024
1461,2022-03-02 21:00:00.000000,new york,us,48.02,21:00:00,2.73,21:00:00.000000,2022-03-02,21,2,3,2022,302.0,winter,28.020000000000003,3.5278071273168257
1462,2022-03-02 22:00:00.000000,new york,us,46.63,22:00:00,1.58,22:00:00.000000,2022-03-02,22,2,3,2022,302.0,winter,26.630000000000003,3.5934498298778483
1463,2022-03-02 23:00:00.000000,new york,us,45.99,23:00:00,2.92,23:00:00.000000,2022-03-02,23,2,3,2022,302.0,winter,25.990000000000002,3.6236738080354414
1453,2022-03-02 13:00:00.000000,new york,us,47.07,13:00:00,1.65,13:00:00.000000,2022-03-02,13,2,3,2022,302.0,winter,27.07,3.5726708448945033
1459,2022-03-02 19:00:00.000000,new york,us,47.95,19:00:00,2.19,19:00:00.000000,2022-03-02,19,2,3,2022,302.0,winter,27.950000000000003,3.5311128749278127
1452,2022-03-02 12:00:00.000000,new york,us,45.93,12:00:00,1.54,12:00:00.000000,2022-03-02,12,2,3,2022,302.0,winter,25.93,3.6265073059877158
1451,2022-03-02 11:00:00.000000,new york,us,44.78,11:00:00,3.13,11:00:00.000000,2022-03-02,11,2,3,2022,302.0,winter,24.78,3.680816016739641
1450,2022-03-02 10:00:00.000000,new york,us,43.16,10:00:00,1.86,10:00:00.000000,2022-03-02,10,2,3,2022,302.0,winter,23.159999999999997,3.757320461451048
1441,2022-03-02 01:00:00.000000,new york,us,47.48,01:00:00,3.65,01:00:00.000000,2022-03-02,1,2,3,2022,302.0,winter,27.479999999999997,3.5533086088872956
1442,2022-03-02 02:00:00.000000,new york,us,46.58,02:00:00,2.1,02:00:00.000000,2022-03-02,2,2,3,2022,302.0,winter,26.58,3.5958110781714105
1443,2022-03-02 03:00:00.000000,new york,us,46.22,03:00:00,2.05,03:00:00.000000,2022-03-02,3,2,3,2022,302.0,winter,26.22,3.6128120658850564
1444,2022-03-02 04:00:00.000000,new york,us,45.32,04:00:00,3.86,04:00:00.000000,2022-03-02,4,2,3,2022,302.0,winter,25.32,3.655314535169172
1440,2022-03-02 00:00:00.000000,new york,us,47.41,00:00:00,2.06,00:00:00.000000,2022-03-02,0,2,3,2022,302.0,winter,27.409999999999997,3.556614356498282
1446,2022-03-02 06:00:00.000000,new york,us,43.3,06:00:00,2.27,06:00:00.000000,2022-03-02,6,2,3,2022,302.0,winter,23.299999999999997,3.750708966229075
1447,2022-03-02 07:00:00.000000,new york,us,42.03,07:00:00,3.06,07:00:00.000000,2022-03-02,7,2,3,2022,302.0,winter,22.03,3.8106846728855484
1448,2022-03-02 08:00:00.000000,new york,us,42.8,08:00:00,2.86,08:00:00.000000,2022-03-02,8,2,3,2022,302.0,winter,22.799999999999997,3.7743214491646944
1449,2022-03-02 09:00:00.000000,new york,us,43.88,09:00:00,2.45,09:00:00.000000,2022-03-02,9,2,3,2022,302.0,winter,23.880000000000003,3.723318486023756
1445,2022-03-02 05:00:00.000000,new york,us,45.01,05:00:00,2.42,05:00:00.000000,2022-03-02,5,2,3,2022,302.0,winter,25.009999999999998,3.669954274589256
1477,2022-03-03 13:00:00.000000,new york,us,40.28,13:00:00,1.69,13:00:00.000000,2022-03-03,13,3,3,2022,303.0,winter,20.28,3.8933283631602165
1486,2022-03-03 22:00:00.000000,new york,us,27.93,22:00:00,4.54,22:00:00.000000,2022-03-03,22,3,3,2022,303.0,winter,7.93,4.4765566916700195
1485,2022-03-03 21:00:00.000000,new york,us,30.81,21:00:00,3.02,21:00:00.000000,2022-03-03,21,3,3,2022,303.0,winter,10.809999999999999,4.340548789960851
1484,2022-03-03 20:00:00.000000,new york,us,32.18,20:00:00,3.76,20:00:00.000000,2022-03-03,20,3,3,2022,303.0,winter,12.18,4.275850586717253
1483,2022-03-03 19:00:00.000000,new york,us,34.29,19:00:00,3.08,19:00:00.000000,2022-03-03,19,3,3,2022,303.0,winter,14.29,4.176205908728939
1482,2022-03-03 18:00:00.000000,new york,us,36.09,18:00:00,2.43,18:00:00.000000,2022-03-03,18,3,3,2022,303.0,winter,16.090000000000003,4.091200970160708
1481,2022-03-03 17:00:00.000000,new york,us,38.61,17:00:00,3.77,17:00:00.000000,2022-03-03,17,3,3,2022,303.0,winter,18.61,3.972194056165186
1480,2022-03-03 16:00:00.000000,new york,us,42.21,16:00:00,1.86,16:00:00.000000,2022-03-03,16,3,3,2022,303.0,winter,22.21,3.802184179028725
1479,2022-03-03 15:00:00.000000,new york,us,42.08,15:00:00,1.85,15:00:00.000000,2022-03-03,15,3,3,2022,303.0,winter,22.08,3.808323424591986
1478,2022-03-03 14:00:00.000000,new york,us,41.9,14:00:00,3.24,14:00:00.000000,2022-03-03,14,3,3,2022,303.0,winter,21.9,3.8168239184488093
1476,2022-03-03 12:00:00.000000,new york,us,39.02,12:00:00,1.75,12:00:00.000000,2022-03-03,12,3,3,2022,303.0,winter,19.020000000000003,3.9528318201579777
1487,2022-03-03 23:00:00.000000,new york,us,26.91,23:00:00,2.49,23:00:00.000000,2022-03-03,23,3,3,2022,303.0,winter,6.91,4.524726156858683
1474,2022-03-03 10:00:00.000000,new york,us,40.51,10:00:00,1.85,10:00:00.000000,2022-03-03,10,3,3,2022,303.0,winter,20.509999999999998,3.8824666210098315
1464,2022-03-03 00:00:00.000000,new york,us,46.58,00:00:00,1.99,00:00:00.000000,2022-03-03,0,3,3,2022,303.0,winter,26.58,3.5958110781714105
1465,2022-03-03 01:00:00.000000,new york,us,47.17,01:00:00,1.58,01:00:00.000000,2022-03-03,1,3,3,2022,303.0,winter,27.17,3.5679483483073793
1466,2022-03-03 02:00:00.000000,new york,us,46.04,02:00:00,3.42,02:00:00.000000,2022-03-03,2,3,3,2022,303.0,winter,26.04,3.6213125597418796
1467,2022-03-03 03:00:00.000000,new york,us,45.19,03:00:00,1.63,03:00:00.000000,2022-03-03,3,3,3,2022,303.0,winter,25.189999999999998,3.6614537807324328
1468,2022-03-03 04:00:00.000000,new york,us,44.42,04:00:00,1.79,04:00:00.000000,2022-03-03,4,3,3,2022,303.0,winter,24.42,3.6978170044532868
1475,2022-03-03 11:00:00.000000,new york,us,38.66,11:00:00,3.27,11:00:00.000000,2022-03-03,11,3,3,2022,303.0,winter,18.659999999999997,3.969832807871624
1470,2022-03-03 06:00:00.000000,new york,us,40.46,06:00:00,2.01,06:00:00.000000,2022-03-03,6,3,3,2022,303.0,winter,20.46,3.8848278693033933
1471,2022-03-03 07:00:00.000000,new york,us,39.74,07:00:00,1.9,07:00:00.000000,2022-03-03,7,3,3,2022,303.0,winter,19.740000000000002,3.9188298447306855
1472,2022-03-03 08:00:00.000000,new york,us,39.87,08:00:00,3.71,08:00:00.000000,2022-03-03,8,3,3,2022,303.0,winter,19.869999999999997,3.9126905991674246
1473,2022-03-03 09:00:00.000000,new york,us,40.64,09:00:00,1.94,09:00:00.000000,2022-03-03,9,3,3,2022,303.0,winter,20.64,3.8763273754465706
1469,2022-03-03 05:00:00.000000,new york,us,45.86,05:00:00,3.6,05:00:00.000000,2022-03-03,5,3,3,2022,303.0,winter,25.86,3.6298130535987028
1501,2022-03-04 13:00:00.000000,new york,us,31.87,13:00:00,3.88,13:00:00.000000,2022-03-04,13,4,3,2022,304.0,winter,11.870000000000001,4.290490326137337
1510,2022-03-04 22:00:00.000000,new york,us,37.76,22:00:00,2.14,22:00:00.000000,2022-03-04,22,4,3,2022,304.0,winter,17.759999999999998,4.0123352771557395
1509,2022-03-04 21:00:00.000000,new york,us,38.48,21:00:00,4.08,21:00:00.000000,2022-03-04,21,4,3,2022,304.0,winter,18.479999999999997,3.9783333017284472
1508,2022-03-04 20:00:00.000000,new york,us,38.68,20:00:00,2.28,20:00:00.000000,2022-03-04,20,4,3,2022,304.0,winter,18.68,3.9688883085541993
1507,2022-03-04 19:00:00.000000,new york,us,38.43,19:00:00,2.67,19:00:00.000000,2022-03-04,19,4,3,2022,304.0,winter,18.43,3.980694550022009
1506,2022-03-04 18:00:00.000000,new york,us,38.12,18:00:00,3.21,18:00:00.000000,2022-03-04,18,4,3,2022,304.0,winter,18.119999999999997,3.995334289442093
1505,2022-03-04 17:00:00.000000,new york,us,38.48,17:00:00,2.2,17:00:00.000000,2022-03-04,17,4,3,2022,304.0,winter,18.479999999999997,3.9783333017284472
1504,2022-03-04 16:00:00.000000,new york,us,37.53,16:00:00,3.71,16:00:00.000000,2022-03-04,16,4,3,2022,304.0,winter,17.53,4.023197019306124
1503,2022-03-04 15:00:00.000000,new york,us,37.09,15:00:00,1.85,15:00:00.000000,2022-03-04,15,4,3,2022,304.0,winter,17.090000000000003,4.043976004289469
1502,2022-03-04 14:00:00.000000,new york,us,36.12,14:00:00,1.61,14:00:00.000000,2022-03-04,14,4,3,2022,304.0,winter,16.119999999999997,4.089784221184571
1500,2022-03-04 12:00:00.000000,new york,us,30.99,12:00:00,2.27,12:00:00.000000,2022-03-04,12,4,3,2022,304.0,winter,10.989999999999998,4.332048296104028
1511,2022-03-04 23:00:00.000000,new york,us,38.12,23:00:00,4.03,23:00:00.000000,2022-03-04,23,4,3,2022,304.0,winter,18.119999999999997,3.995334289442093
1498,2022-03-04 10:00:00.000000,new york,us,28.63,10:00:00,3.96,10:00:00.000000,2022-03-04,10,4,3,2022,304.0,winter,8.629999999999999,4.443499215560152
1488,2022-03-04 00:00:00.000000,new york,us,26.13,00:00:00,4.31,00:00:00.000000,2022-03-04,0,4,3,2022,304.0,winter,6.129999999999999,4.561561630238249
1489,2022-03-04 01:00:00.000000,new york,us,25.05,01:00:00,2.84,01:00:00.000000,2022-03-04,1,4,3,2022,304.0,winter,5.050000000000001,4.6125645933791874
1490,2022-03-04 02:00:00.000000,new york,us,24.39,02:00:00,3.18,02:00:00.000000,2022-03-04,2,4,3,2022,304.0,winter,4.390000000000001,4.643733070854205
1491,2022-03-04 03:00:00.000000,new york,us,24.57,03:00:00,4.93,03:00:00.000000,2022-03-04,3,4,3,2022,304.0,winter,4.57,4.635232576997383
1492,2022-03-04 04:00:00.000000,new york,us,23.41,04:00:00,3.26,04:00:00.000000,2022-03-04,4,4,3,2022,304.0,winter,3.41,4.69001353740802
1499,2022-03-04 11:00:00.000000,new york,us,28.63,11:00:00,2.4,11:00:00.000000,2022-03-04,11,4,3,2022,304.0,winter,8.629999999999999,4.443499215560152
1494,2022-03-04 06:00:00.000000,new york,us,22.64,06:00:00,2.86,06:00:00.000000,2022-03-04,6,4,3,2022,304.0,winter,2.6400000000000006,4.726376761128874
1495,2022-03-04 07:00:00.000000,new york,us,23.72,07:00:00,3.54,07:00:00.000000,2022-03-04,7,4,3,2022,304.0,winter,3.719999999999999,4.675373797987936
1496,2022-03-04 08:00:00.000000,new york,us,25.88,08:00:00,3.76,08:00:00.000000,2022-03-04,8,4,3,2022,304.0,winter,5.879999999999999,4.5733678717060595
1497,2022-03-04 09:00:00.000000,new york,us,25.88,09:00:00,2.64,09:00:00.000000,2022-03-04,9,4,3,2022,304.0,winter,5.879999999999999,4.5733678717060595
1493,2022-03-04 05:00:00.000000,new york,us,23.25,05:00:00,5.13,05:00:00.000000,2022-03-04,5,4,3,2022,304.0,winter,3.25,4.697569531947418
1525,2022-03-05 13:00:00.000000,new york,us,43.34,13:00:00,3.61,13:00:00.000000,2022-03-05,13,5,3,2022,305.0,winter,23.340000000000003,3.748819967594225
1526,2022-03-05 14:00:00.000000,new york,us,44.06,14:00:00,2.31,14:00:00.000000,2022-03-05,14,5,3,2022,305.0,winter,24.060000000000002,3.7148179921669326
1527,2022-03-05 15:00:00.000000,new york,us,44.29,15:00:00,2.25,15:00:00.000000,2022-03-05,15,5,3,2022,305.0,winter,24.29,3.7039562500165477
1528,2022-03-05 16:00:00.000000,new york,us,44.83,16:00:00,2.08,16:00:00.000000,2022-03-05,16,5,3,2022,305.0,winter,24.83,3.6784547684460787
1529,2022-03-05 17:00:00.000000,new york,us,43.88,17:00:00,4.34,17:00:00.000000,2022-03-05,17,5,3,2022,305.0,winter,23.880000000000003,3.723318486023756
1531,2022-03-05 19:00:00.000000,new york,us,44.6,19:00:00,2.15,19:00:00.000000,2022-03-05,19,5,3,2022,305.0,winter,24.6,3.6893165105964636
1532,2022-03-05 20:00:00.000000,new york,us,44.96,20:00:00,3.88,20:00:00.000000,2022-03-05,20,5,3,2022,305.0,winter,24.96,3.6723155228828177
1533,2022-03-05 21:00:00.000000,new york,us,45.5,21:00:00,2.1,21:00:00.000000,2022-03-05,21,5,3,2022,305.0,winter,25.5,3.6468140413123487
1534,2022-03-05 22:00:00.000000,new york,us,45.32,22:00:00,1.7,22:00:00.000000,2022-03-05,22,5,3,2022,305.0,winter,25.32,3.655314535169172
1524,2022-03-05 12:00:00.000000,new york,us,41.79,12:00:00,1.93,12:00:00.000000,2022-03-05,12,5,3,2022,305.0,winter,21.79,3.822018664694646
1530,2022-03-05 18:00:00.000000,new york,us,44.42,18:00:00,2.5,18:00:00.000000,2022-03-05,18,5,3,2022,305.0,winter,24.42,3.6978170044532868
1535,2022-03-05 23:00:00.000000,new york,us,46.04,23:00:00,3.4,23:00:00.000000,2022-03-05,23,5,3,2022,305.0,winter,26.04,3.6213125597418796
1523,2022-03-05 11:00:00.000000,new york,us,38.66,11:00:00,1.92,11:00:00.000000,2022-03-05,11,5,3,2022,305.0,winter,18.659999999999997,3.969832807871624
1521,2022-03-05 09:00:00.000000,new york,us,37.58,09:00:00,2.18,09:00:00.000000,2022-03-05,9,5,3,2022,305.0,winter,17.58,4.020835771012562
1520,2022-03-05 08:00:00.000000,new york,us,35.13,08:00:00,2.14,08:00:00.000000,2022-03-05,8,5,3,2022,305.0,winter,15.130000000000003,4.136536937397098
1519,2022-03-05 07:00:00.000000,new york,us,34.77,07:00:00,4.68,07:00:00.000000,2022-03-05,7,5,3,2022,305.0,winter,14.770000000000003,4.153537925110744
1518,2022-03-05 06:00:00.000000,new york,us,35.01,06:00:00,2.75,06:00:00.000000,2022-03-05,6,5,3,2022,305.0,winter,15.009999999999998,4.142203933301647
1517,2022-03-05 05:00:00.000000,new york,us,33.93,05:00:00,3.31,05:00:00.000000,2022-03-05,5,5,3,2022,305.0,winter,13.93,4.193206896442585
1516,2022-03-05 04:00:00.000000,new york,us,36.52,04:00:00,4.71,04:00:00.000000,2022-03-05,4,5,3,2022,305.0,winter,16.520000000000003,4.070894234836075
1515,2022-03-05 03:00:00.000000,new york,us,34.45,03:00:00,2.81,03:00:00.000000,2022-03-05,3,5,3,2022,305.0,winter,14.450000000000003,4.16864991418954
1514,2022-03-05 02:00:00.000000,new york,us,35.24,02:00:00,4.39,02:00:00.000000,2022-03-05,2,5,3,2022,305.0,winter,15.240000000000002,4.131342191151261
1513,2022-03-05 01:00:00.000000,new york,us,36.86,01:00:00,3.1,01:00:00.000000,2022-03-05,1,5,3,2022,305.0,winter,16.86,4.054837746439854
1512,2022-03-05 00:00:00.000000,new york,us,38.19,00:00:00,2.45,00:00:00.000000,2022-03-05,0,5,3,2022,305.0,winter,18.189999999999998,3.9920285418311066
1522,2022-03-05 10:00:00.000000,new york,us,37.76,10:00:00,3.66,10:00:00.000000,2022-03-05,10,5,3,2022,305.0,winter,17.759999999999998,4.0123352771557395
1550,2022-03-06 14:00:00.000000,new york,us,63.81,14:00:00,1.7,14:00:00.000000,2022-03-06,14,6,3,2022,306.0,winter,43.81,2.782124916209961
1551,2022-03-06 15:00:00.000000,new york,us,65.17,15:00:00,1.51,15:00:00.000000,2022-03-06,15,6,3,2022,306.0,winter,45.17,2.7178989626250756
1552,2022-03-06 16:00:00.000000,new york,us,65.82,16:00:00,3.49,16:00:00.000000,2022-03-06,16,6,3,2022,306.0,winter,45.81999999999999,2.687202734808771
1553,2022-03-06 17:00:00.000000,new york,us,65.61,17:00:00,2.68,17:00:00.000000,2022-03-06,17,6,3,2022,306.0,winter,45.61,2.6971199776417305
1549,2022-03-06 13:00:00.000000,new york,us,57.99,13:00:00,2.16,13:00:00.000000,2022-03-06,13,6,3,2022,306.0,winter,37.99,3.0569742175805725
1555,2022-03-06 19:00:00.000000,new york,us,65.52,19:00:00,2.42,19:00:00.000000,2022-03-06,19,6,3,2022,306.0,winter,45.519999999999996,2.7013702245701423
1556,2022-03-06 20:00:00.000000,new york,us,65.73,20:00:00,3.71,20:00:00.000000,2022-03-06,20,6,3,2022,306.0,winter,45.730000000000004,2.6914529817371817
1557,2022-03-06 21:00:00.000000,new york,us,66.6,21:00:00,1.73,21:00:00.000000,2022-03-06,21,6,3,2022,306.0,winter,46.599999999999994,2.650367261429204
1558,2022-03-06 22:00:00.000000,new york,us,66.15,22:00:00,1.52,22:00:00.000000,2022-03-06,22,6,3,2022,306.0,winter,46.150000000000006,2.6716184960712615
1554,2022-03-06 18:00:00.000000,new york,us,65.66,18:00:00,2.41,18:00:00.000000,2022-03-06,18,6,3,2022,306.0,winter,45.66,2.6947587293481687
1548,2022-03-06 12:00:00.000000,new york,us,54.68,12:00:00,3.26,12:00:00.000000,2022-03-06,12,6,3,2022,306.0,winter,34.68,3.213288854614374
1559,2022-03-06 23:00:00.000000,new york,us,65.77,23:00:00,2.98,23:00:00.000000,2022-03-06,23,6,3,2022,306.0,winter,45.769999999999996,2.6895639831023326
1546,2022-03-06 10:00:00.000000,new york,us,51.31,10:00:00,1.81,10:00:00.000000,2022-03-06,10,6,3,2022,306.0,winter,31.310000000000002,3.372436989600449
1536,2022-03-06 00:00:00.000000,new york,us,47.71,00:00:00,1.87,00:00:00.000000,2022-03-06,0,6,3,2022,306.0,winter,27.71,3.5424468667369102
1537,2022-03-06 01:00:00.000000,new york,us,46.94,01:00:00,1.81,01:00:00.000000,2022-03-06,1,6,3,2022,306.0,winter,26.939999999999998,3.5788100904577647
1538,2022-03-06 02:00:00.000000,new york,us,47.3,02:00:00,3.42,02:00:00.000000,2022-03-06,2,6,3,2022,306.0,winter,27.299999999999997,3.5618091027441183
1539,2022-03-06 03:00:00.000000,new york,us,45.99,03:00:00,1.75,03:00:00.000000,2022-03-06,3,6,3,2022,306.0,winter,25.990000000000002,3.6236738080354414
1540,2022-03-06 04:00:00.000000,new york,us,45.79,04:00:00,1.65,04:00:00.000000,2022-03-06,4,6,3,2022,306.0,winter,25.79,3.6331188012096893
1547,2022-03-06 11:00:00.000000,new york,us,52.93,11:00:00,1.71,11:00:00.000000,2022-03-06,11,6,3,2022,306.0,winter,32.93,3.295932544889042
1542,2022-03-06 06:00:00.000000,new york,us,48.99,06:00:00,1.7,06:00:00.000000,2022-03-06,6,6,3,2022,306.0,winter,28.990000000000002,3.481998910421724
1543,2022-03-06 07:00:00.000000,new york,us,49.28,07:00:00,1.67,07:00:00.000000,2022-03-06,7,6,3,2022,306.0,winter,29.28,3.468303670319065
1544,2022-03-06 08:00:00.000000,new york,us,48.92,08:00:00,2.62,08:00:00.000000,2022-03-06,8,6,3,2022,306.0,winter,28.92,3.485304658032711
1545,2022-03-06 09:00:00.000000,new york,us,48.85,09:00:00,3.12,09:00:00.000000,2022-03-06,9,6,3,2022,306.0,winter,28.85,3.4886104056436977
1541,2022-03-06 05:00:00.000000,new york,us,44.76,05:00:00,3.75,05:00:00.000000,2022-03-06,5,6,3,2022,306.0,winter,24.759999999999998,3.6817605160570657
1583,2022-03-07 23:00:00.000000,new york,us,60.12,23:00:00,3.53,23:00:00.000000,2022-03-07,23,7,3,2022,307.0,winter,40.12,2.9563850402748333
1582,2022-03-07 22:00:00.000000,new york,us,63.16,22:00:00,1.91,22:00:00.000000,2022-03-07,22,7,3,2022,307.0,winter,43.16,2.8128211440262665
1581,2022-03-07 21:00:00.000000,new york,us,69.78,21:00:00,2.44,21:00:00.000000,2022-03-07,21,7,3,2022,307.0,winter,49.78,2.500191869958664
1580,2022-03-07 20:00:00.000000,new york,us,68.23,20:00:00,3.11,20:00:00.000000,2022-03-07,20,7,3,2022,307.0,winter,48.230000000000004,2.573390567059084
1579,2022-03-07 19:00:00.000000,new york,us,69.12,19:00:00,3.4,19:00:00.000000,2022-03-07,19,7,3,2022,307.0,winter,49.120000000000005,2.531360347433681
1578,2022-03-07 18:00:00.000000,new york,us,69.8,18:00:00,2.4,18:00:00.000000,2022-03-07,18,7,3,2022,307.0,winter,49.8,2.499247370641239
1577,2022-03-07 17:00:00.000000,new york,us,69.94,17:00:00,2.07,17:00:00.000000,2022-03-07,17,7,3,2022,307.0,winter,49.94,2.4926358754192655
1576,2022-03-07 16:00:00.000000,new york,us,70.39,16:00:00,1.77,16:00:00.000000,2022-03-07,16,7,3,2022,307.0,winter,50.39,2.4713846407772078
1575,2022-03-07 15:00:00.000000,new york,us,70.21,15:00:00,3.19,15:00:00.000000,2022-03-07,15,7,3,2022,307.0,winter,50.209999999999994,2.4798851346340314
1573,2022-03-07 13:00:00.000000,new york,us,70.63,13:00:00,1.45,13:00:00.000000,2022-03-07,13,7,3,2022,307.0,winter,50.629999999999995,2.4600506489681107
1572,2022-03-07 12:00:00.000000,new york,us,69.98,12:00:00,1.54,12:00:00.000000,2022-03-07,12,7,3,2022,307.0,winter,49.980000000000004,2.490746876784416
1574,2022-03-07 14:00:00.000000,new york,us,70.81,14:00:00,1.54,14:00:00.000000,2022-03-07,14,7,3,2022,307.0,winter,50.81,2.4515501551112875
1570,2022-03-07 10:00:00.000000,new york,us,66.02,10:00:00,3.01,10:00:00.000000,2022-03-07,10,7,3,2022,307.0,winter,46.019999999999996,2.677757741634523
1571,2022-03-07 11:00:00.000000,new york,us,66.97,11:00:00,1.5,11:00:00.000000,2022-03-07,11,7,3,2022,307.0,winter,46.97,2.6328940240568457
1561,2022-03-07 01:00:00.000000,new york,us,66.2,01:00:00,1.7,01:00:00.000000,2022-03-07,1,7,3,2022,307.0,winter,46.2,2.6692572477776992
1562,2022-03-07 02:00:00.000000,new york,us,66.02,02:00:00,1.51,02:00:00.000000,2022-03-07,2,7,3,2022,307.0,winter,46.019999999999996,2.677757741634523
1563,2022-03-07 03:00:00.000000,new york,us,65.17,03:00:00,3.12,03:00:00.000000,2022-03-07,3,7,3,2022,307.0,winter,45.17,2.7178989626250756
1564,2022-03-07 04:00:00.000000,new york,us,63.5,04:00:00,1.47,04:00:00.000000,2022-03-07,4,7,3,2022,307.0,winter,43.5,2.796764655630045
1560,2022-03-07 00:00:00.000000,new york,us,65.89,00:00:00,1.89,00:00:00.000000,2022-03-07,0,7,3,2022,307.0,winter,45.89,2.683896987197784
1566,2022-03-07 06:00:00.000000,new york,us,63.19,06:00:00,2.92,06:00:00.000000,2022-03-07,6,7,3,2022,307.0,winter,43.19,2.8114043950501295
1567,2022-03-07 07:00:00.000000,new york,us,62.67,07:00:00,2.17,07:00:00.000000,2022-03-07,7,7,3,2022,307.0,winter,42.67,2.8359613773031733
1568,2022-03-07 08:00:00.000000,new york,us,61.99,08:00:00,1.48,08:00:00.000000,2022-03-07,8,7,3,2022,307.0,winter,41.99,2.868074354095616
1569,2022-03-07 09:00:00.000000,new york,us,65.12,09:00:00,1.32,09:00:00.000000,2022-03-07,9,7,3,2022,307.0,winter,45.120000000000005,2.720260210918638
1565,2022-03-07 05:00:00.000000,new york,us,63.19,05:00:00,2.1,05:00:00.000000,2022-03-07,5,7,3,2022,307.0,winter,43.19,2.8114043950501295
1597,2022-03-08 13:00:00.000000,new york,us,44.78,13:00:00,1.57,13:00:00.000000,2022-03-08,13,8,3,2022,308.0,winter,24.78,3.680816016739641
1606,2022-03-08 22:00:00.000000,new york,us,42.03,22:00:00,2.24,22:00:00.000000,2022-03-08,22,8,3,2022,308.0,winter,22.03,3.8106846728855484
1605,2022-03-08 21:00:00.000000,new york,us,42.44,21:00:00,3.67,21:00:00.000000,2022-03-08,21,8,3,2022,308.0,winter,22.439999999999998,3.7913224368783403
1604,2022-03-08 20:00:00.000000,new york,us,44.19,20:00:00,3.59,20:00:00.000000,2022-03-08,20,8,3,2022,308.0,winter,24.189999999999998,3.708678746603672
1603,2022-03-08 19:00:00.000000,new york,us,46.29,19:00:00,2.21,19:00:00.000000,2022-03-08,19,8,3,2022,308.0,winter,26.29,3.60950631827407
1602,2022-03-08 18:00:00.000000,new york,us,46.22,18:00:00,2.33,18:00:00.000000,2022-03-08,18,8,3,2022,308.0,winter,26.22,3.6128120658850564
1601,2022-03-08 17:00:00.000000,new york,us,45.68,17:00:00,3.83,17:00:00.000000,2022-03-08,17,8,3,2022,308.0,winter,25.68,3.6383135474555255
1600,2022-03-08 16:00:00.000000,new york,us,46.76,16:00:00,1.92,16:00:00.000000,2022-03-08,16,8,3,2022,308.0,winter,26.759999999999998,3.5873105843145874
1599,2022-03-08 15:00:00.000000,new york,us,46.22,15:00:00,2.0,15:00:00.000000,2022-03-08,15,8,3,2022,308.0,winter,26.22,3.6128120658850564
1598,2022-03-08 14:00:00.000000,new york,us,45.68,14:00:00,3.84,14:00:00.000000,2022-03-08,14,8,3,2022,308.0,winter,25.68,3.6383135474555255
1596,2022-03-08 12:00:00.000000,new york,us,44.11,12:00:00,1.39,12:00:00.000000,2022-03-08,12,8,3,2022,308.0,winter,24.11,3.712456743873371
